id|conexion|vel_conexion|TV
807|FIBRA|100MB|tv-familiar
808|ADSL|10MB|tv-futbol
809|FIBRA|100MB|tv-futbol
810|ADSL|35MB|tv-familiar
811|FIBRA|200MB|tv-futbol
812|FIBRA|50MB|tv-familiar
813|FIBRA|200MB|tv-futbol
814|ADSL|30MB|tv-familiar
815|FIBRA|200MB|tv-futbol
816|ADSL|300MB|tv-familiar
817|FIBRA|100MB|tv-futbol
819|FIBRA|100MB|tv-familiar
820|FIBRA|200MB|tv-familiar
821|FIBRA|100MB|tv-total
822|FIBRA|200MB|tv-total
823|ADSL|20MB|tv-familiar
824|ADSL|35MB|tv-futbol
825|FIBRA|300MB|tv-familiar
826|ADSL|20MB|tv-total
827|ADSL|20MB|tv-futbol
828|ADSL|30MB|tv-futbol
829|FIBRA|200MB|tv-futbol
830|FIBRA|100MB|tv-total
831|FIBRA|600MB|tv-futbol
832|ADSL|35MB|tv-futbol
834|FIBRA|600MB|tv-familiar
835|ADSL|35MB|tv-familiar
836|FIBRA|200MB|tv-familiar
837|FIBRA|300MB|tv-futbol
838|ADSL|15MB|tv-futbol
839|FIBRA|50MB|tv-futbol
840|ADSL|30MB|tv-futbol
841|ADSL|25MB|tv-futbol
843|ADSL|20MB|tv-total
844|FIBRA|100MB|tv-futbol
845|FIBRA|300MB|tv-familiar
846|FIBRA|50MB|tv-futbol
847|ADSL|35MB|tv-total
848|ADSL|10MB|tv-total
849|FIBRA|100MB|tv-futbol
850|ADSL|15MB|tv-futbol
851|ADSL|15MB|tv-total
852|ADSL|25MB|tv-futbol
853|ADSL|10MB|tv-familiar
854|FIBRA|200MB|tv-futbol
855|FIBRA|600MB|tv-familiar
856|ADSL|20MB|tv-total
857|FIBRA|600MB|tv-familiar
858|ADSL|25MB|tv-familiar
859|FIBRA|100MB|tv-familiar
860|FIBRA|100MB|tv-futbol
861|ADSL|25MB|tv-futbol
862|FIBRA|600MB|tv-total
863|FIBRA|300MB|tv-total
865|ADSL|20MB|tv-familiar
866|ADSL|20MB|tv-familiar
867|ADSL|15MB|tv-total
868|FIBRA|300MB|tv-familiar
869|FIBRA|300MB|tv-total
870|ADSL|35MB|tv-familiar
871|ADSL|15MB|tv-familiar
872|ADSL|25MB|tv-futbol
874|ADSL|35MB|tv-futbol
875|FIBRA|100MB|tv-total
876|ADSL|15MB|tv-familiar
877|FIBRA|200MB|tv-familiar
878|FIBRA|200MB|tv-familiar
879|ADSL|20MB|tv-familiar
880|ADSL|25MB|tv-futbol
881|ADSL|35MB|tv-futbol
882|ADSL|25MB|tv-familiar
883|FIBRA|100MB|tv-futbol
884|ADSL|200MB|tv-total
885|ADSL|25MB|tv-futbol
886|ADSL|300MB|tv-futbol
887|FIBRA|100MB|tv-futbol
888|ADSL|15MB|tv-total
889|ADSL|10MB|tv-familiar
890|ADSL|35MB|tv-futbol
891|ADSL|10MB|tv-futbol
892|FIBRA|600MB|tv-futbol
893|FIBRA|200MB|tv-futbol
894|FIBRA|100MB|tv-futbol
895|ADSL|15MB|tv-futbol
896|FIBRA|200MB|tv-total
897|ADSL|25MB|tv-total
898|ADSL|300MB|tv-familiar
899|FIBRA|300MB|tv-futbol
900|ADSL|15MB|tv-familiar
901|FIBRA|200MB|tv-futbol
902|ADSL|25MB|tv-familiar
903|ADSL|30MB|tv-futbol
904|FIBRA|200MB|tv-total
905|FIBRA|200MB|tv-familiar
906|FIBRA|600MB|tv-familiar
907|ADSL|200MB|tv-futbol
908|ADSL|25MB|tv-total
909|ADSL|30MB|tv-futbol
910|ADSL|20MB|tv-futbol
911|ADSL|15MB|tv-futbol
912|ADSL|25MB|tv-futbol
913|ADSL|300MB|tv-futbol
914|ADSL|15MB|tv-total
915|ADSL|25MB|tv-familiar
916|ADSL|35MB|tv-familiar
917|FIBRA|200MB|tv-futbol
918|ADSL|35MB|tv-total
919|ADSL|50MB|tv-futbol
920|ADSL|10MB|tv-familiar
921|ADSL|30MB|tv-futbol
922|FIBRA|300MB|tv-familiar
923|ADSL|25MB|tv-futbol
924|ADSL|20MB|tv-total
925|ADSL|25MB|tv-futbol
926|FIBRA|200MB|tv-futbol
927|ADSL|25MB|tv-familiar
928|FIBRA|100MB|tv-futbol
929|ADSL|10MB|tv-total
930|FIBRA|300MB|tv-total
932|FIBRA|200MB|tv-futbol
933|FIBRA|50MB|tv-futbol
934|ADSL|10MB|tv-futbol
935|FIBRA|300MB|tv-familiar
936|FIBRA|300MB|tv-familiar
937|FIBRA|100MB|tv-futbol
938|ADSL|20MB|tv-total
939|FIBRA|300MB|tv-futbol
940|ADSL|15MB|tv-futbol
941|ADSL|35MB|tv-familiar
942|FIBRA|600MB|tv-total
943|FIBRA|50MB|tv-futbol
944|ADSL|20MB|tv-futbol
945|ADSL|10MB|tv-futbol
946|ADSL|30MB|tv-familiar
947|FIBRA|200MB|tv-total
948|ADSL|35MB|tv-futbol
949|FIBRA|50MB|tv-futbol
950|ADSL|10MB|tv-familiar
951|ADSL|15MB|tv-familiar
952|FIBRA|600MB|tv-familiar
953|ADSL|35MB|tv-familiar
954|FIBRA|100MB|tv-futbol
956|FIBRA|200MB|tv-total
957|ADSL|30MB|tv-futbol
958|ADSL|20MB|tv-futbol
959|FIBRA|50MB|tv-futbol
960|ADSL|10MB|tv-futbol
961|FIBRA|50MB|tv-futbol
962|ADSL|25MB|tv-total
963|ADSL|35MB|tv-futbol
964|ADSL|20MB|tv-futbol
965|FIBRA|100MB|tv-total
966|FIBRA|100MB|tv-futbol
967|ADSL|100MB|tv-futbol
968|ADSL|15MB|tv-familiar
969|FIBRA|200MB|tv-futbol
970|ADSL|35MB|tv-total
971|ADSL|15MB|tv-familiar
972|ADSL|35MB|tv-futbol
973|FIBRA|600MB|tv-familiar
974|ADSL|200MB|tv-futbol
975|ADSL|35MB|tv-familiar
976|ADSL|30MB|tv-futbol
977|ADSL|20MB|tv-futbol
978|ADSL|10MB|tv-futbol
979|ADSL|20MB|tv-familiar
980|ADSL|10MB|tv-futbol
981|ADSL|25MB|tv-familiar
982|ADSL|20MB|tv-futbol
983|FIBRA|600MB|tv-futbol
984|FIBRA|200MB|tv-futbol
985|FIBRA|600MB|tv-futbol
986|FIBRA|600MB|tv-familiar
987|ADSL|10MB|tv-familiar
989|ADSL|300MB|tv-futbol
990|FIBRA|600MB|tv-familiar
991|FIBRA|600MB|tv-futbol
992|FIBRA|300MB|tv-futbol
993|ADSL|25MB|tv-futbol
994|FIBRA|600MB|tv-futbol
995|ADSL|35MB|tv-futbol
996|ADSL|25MB|tv-futbol
997|FIBRA|600MB|tv-familiar
998|ADSL|15MB|tv-futbol
999|ADSL|15MB|tv-familiar
1000|ADSL|600MB|tv-total
1001|ADSL|30MB|tv-familiar
1002|ADSL|35MB|tv-futbol
1003|ADSL|30MB|tv-futbol
1004|ADSL|10MB|tv-familiar
1005|FIBRA|300MB|tv-futbol
1006|FIBRA|100MB|tv-futbol
1007|ADSL|20MB|tv-total
1008|FIBRA|200MB|tv-familiar
1009|FIBRA|300MB|tv-familiar
1010|FIBRA|50MB|tv-total
1011|ADSL|600MB|tv-futbol
1012|FIBRA|600MB|tv-familiar
1013|FIBRA|200MB|tv-futbol
1014|FIBRA|600MB|tv-familiar
1015|ADSL|20MB|tv-futbol
1017|ADSL|35MB|tv-total
1018|ADSL|10MB|tv-futbol
1019|FIBRA|50MB|tv-futbol
1020|ADSL|35MB|tv-futbol
1021|FIBRA|50MB|tv-futbol
1022|ADSL|25MB|tv-total
1023|ADSL|20MB|tv-futbol
1025|ADSL|35MB|tv-futbol
1027|ADSL|25MB|tv-futbol
1028|FIBRA|100MB|tv-futbol
1029|ADSL|25MB|tv-familiar
1030|FIBRA|200MB|tv-familiar
1032|ADSL|35MB|tv-futbol
1033|ADSL|15MB|tv-futbol
1034|FIBRA|300MB|tv-familiar
1035|FIBRA|200MB|tv-familiar
1036|FIBRA|50MB|tv-familiar
1037|ADSL|15MB|tv-total
1039|ADSL|10MB|tv-futbol
1040|ADSL|10MB|tv-futbol
1041|ADSL|25MB|tv-total
1042|ADSL|10MB|tv-total
1043|ADSL|30MB|tv-familiar
1044|ADSL|15MB|tv-futbol
1045|ADSL|20MB|tv-futbol
1046|FIBRA|100MB|tv-futbol
1047|ADSL|20MB|tv-futbol
1048|FIBRA|200MB|tv-total
1049|ADSL|25MB|tv-futbol
1050|ADSL|25MB|tv-futbol
1051|ADSL|200MB|tv-futbol
1052|ADSL|10MB|tv-total
1053|ADSL|25MB|tv-total
1054|ADSL|35MB|tv-futbol
1055|FIBRA|100MB|tv-futbol
1056|FIBRA|100MB|tv-total
1057|ADSL|10MB|tv-futbol
1058|ADSL|600MB|tv-total
1059|FIBRA|600MB|tv-familiar
1060|ADSL|20MB|tv-futbol
1061|FIBRA|200MB|tv-futbol
1062|ADSL|25MB|tv-futbol
1063|FIBRA|50MB|tv-total
1064|ADSL|15MB|tv-familiar
1065|ADSL|30MB|tv-futbol
1066|ADSL|20MB|tv-familiar
1067|FIBRA|300MB|tv-familiar
1068|FIBRA|100MB|tv-familiar
1069|ADSL|50MB|tv-futbol
1070|FIBRA|50MB|tv-futbol
1071|ADSL|20MB|tv-futbol
1072|FIBRA|50MB|tv-familiar
1073|ADSL|10MB|tv-familiar
1074|FIBRA|50MB|tv-familiar
1075|ADSL|20MB|tv-futbol
1076|FIBRA|100MB|tv-futbol
1077|FIBRA|600MB|tv-familiar
1078|ADSL|10MB|tv-familiar
1079|FIBRA|200MB|tv-futbol
1080|ADSL|200MB|tv-futbol
1081|ADSL|35MB|tv-futbol
1082|FIBRA|600MB|tv-futbol
1083|FIBRA|300MB|tv-futbol
1084|FIBRA|100MB|tv-familiar
1085|ADSL|25MB|tv-familiar
1086|ADSL|20MB|tv-futbol
1087|ADSL|15MB|tv-futbol
1088|ADSL|20MB|tv-familiar
1089|FIBRA|100MB|tv-futbol
1090|ADSL|10MB|tv-futbol
1091|FIBRA|100MB|tv-futbol
1094|FIBRA|600MB|tv-futbol
1095|FIBRA|100MB|tv-familiar
1096|ADSL|35MB|tv-futbol
1097|FIBRA|600MB|tv-futbol
1098|FIBRA|300MB|tv-futbol
1099|FIBRA|200MB|tv-total
1100|ADSL|30MB|tv-futbol
1101|FIBRA|300MB|tv-familiar
1102|ADSL|15MB|tv-total
1103|ADSL|25MB|tv-futbol
1104|ADSL|20MB|tv-familiar
1105|ADSL|20MB|tv-futbol
1106|ADSL|30MB|tv-futbol
1107|ADSL|30MB|tv-futbol
1108|ADSL|10MB|tv-total
1109|FIBRA|200MB|tv-familiar
1110|FIBRA|200MB|tv-familiar
1111|ADSL|35MB|tv-total
1112|FIBRA|50MB|tv-familiar
1113|ADSL|15MB|tv-total
1114|FIBRA|50MB|tv-futbol
1115|ADSL|10MB|tv-futbol
1116|FIBRA|600MB|tv-futbol
1117|ADSL|35MB|tv-futbol
1118|FIBRA|50MB|tv-futbol
1119|ADSL|35MB|tv-futbol
1120|ADSL|35MB|tv-familiar
1121|FIBRA|100MB|tv-futbol
1122|ADSL|20MB|tv-familiar
1123|FIBRA|50MB|tv-familiar
1124|FIBRA|300MB|tv-familiar
1125|ADSL|15MB|tv-futbol
1127|FIBRA|100MB|tv-familiar
1129|FIBRA|100MB|tv-familiar
1130|ADSL|25MB|tv-total
1131|FIBRA|300MB|tv-futbol
1132|ADSL|20MB|tv-familiar
1133|ADSL|25MB|tv-total
1134|FIBRA|200MB|tv-familiar
1135|ADSL|25MB|tv-futbol
1136|ADSL|25MB|tv-total
1137|FIBRA|100MB|tv-familiar
1138|ADSL|30MB|tv-futbol
1139|FIBRA|300MB|tv-familiar
1141|ADSL|15MB|tv-futbol
1142|FIBRA|200MB|tv-familiar
1143|FIBRA|200MB|tv-futbol
1144|FIBRA|100MB|tv-futbol
1145|FIBRA|600MB|tv-futbol
1146|ADSL|30MB|tv-familiar
1147|ADSL|25MB|tv-futbol
1148|ADSL|25MB|tv-total
1149|ADSL|30MB|tv-total
1150|FIBRA|200MB|tv-familiar
1151|FIBRA|600MB|tv-familiar
1152|FIBRA|600MB|tv-futbol
1153|FIBRA|600MB|tv-total
1154|ADSL|10MB|tv-futbol
1155|ADSL|35MB|tv-futbol
1156|FIBRA|50MB|tv-futbol
1157|ADSL|10MB|tv-familiar
1158|ADSL|20MB|tv-futbol
1159|ADSL|25MB|tv-futbol
1160|FIBRA|200MB|tv-familiar
1161|FIBRA|300MB|tv-familiar
1162|FIBRA|300MB|tv-futbol
1163|FIBRA|200MB|tv-futbol
1164|ADSL|35MB|tv-familiar
1165|ADSL|25MB|tv-futbol
1166|ADSL|10MB|tv-familiar
1167|FIBRA|50MB|tv-familiar
1168|FIBRA|600MB|tv-futbol
1169|ADSL|300MB|tv-futbol
1170|FIBRA|50MB|tv-futbol
1171|ADSL|25MB|tv-futbol
1172|FIBRA|50MB|tv-total
1173|FIBRA|50MB|tv-total
1174|ADSL|35MB|tv-futbol
1175|ADSL|15MB|tv-futbol
1176|FIBRA|50MB|tv-futbol
1177|FIBRA|300MB|tv-familiar
1178|FIBRA|600MB|tv-familiar
1179|FIBRA|50MB|tv-familiar
1180|ADSL|10MB|tv-futbol
1181|ADSL|50MB|tv-futbol
1182|FIBRA|600MB|tv-familiar
1183|FIBRA|100MB|tv-familiar
1184|FIBRA|50MB|tv-futbol
1185|ADSL|15MB|tv-futbol
1186|FIBRA|100MB|tv-futbol
1187|FIBRA|600MB|tv-futbol
1188|FIBRA|50MB|tv-futbol
1189|FIBRA|600MB|tv-futbol
1190|FIBRA|50MB|tv-futbol
1191|FIBRA|600MB|tv-futbol
1192|FIBRA|600MB|tv-futbol
1193|ADSL|15MB|tv-familiar
1194|FIBRA|100MB|tv-familiar
1195|FIBRA|100MB|tv-futbol
1196|FIBRA|200MB|tv-futbol
1197|FIBRA|50MB|tv-futbol
1198|ADSL|20MB|tv-total
1199|ADSL|25MB|tv-futbol
1200|FIBRA|100MB|tv-futbol
1201|FIBRA|200MB|tv-futbol
1202|FIBRA|600MB|tv-futbol
1203|ADSL|30MB|tv-futbol
1204|FIBRA|600MB|tv-futbol
1206|FIBRA|50MB|tv-futbol
1207|ADSL|20MB|tv-futbol
1208|ADSL|25MB|tv-familiar
1209|ADSL|15MB|tv-futbol
1210|FIBRA|300MB|tv-familiar
1211|FIBRA|200MB|tv-total
1212|ADSL|35MB|tv-futbol
1213|ADSL|30MB|tv-futbol
1214|FIBRA|600MB|tv-futbol
1215|ADSL|20MB|tv-familiar
1216|ADSL|25MB|tv-total
1217|FIBRA|200MB|tv-futbol
1218|ADSL|35MB|tv-familiar
1219|FIBRA|200MB|tv-familiar
1220|ADSL|15MB|tv-futbol
1221|FIBRA|300MB|tv-futbol
1222|FIBRA|50MB|tv-familiar
1223|FIBRA|300MB|tv-futbol
1224|FIBRA|600MB|tv-total
1225|FIBRA|200MB|tv-familiar
1226|ADSL|30MB|tv-familiar
1227|ADSL|30MB|tv-total
1228|ADSL|35MB|tv-futbol
1229|FIBRA|600MB|tv-familiar
1230|ADSL|20MB|tv-total
1231|FIBRA|100MB|tv-familiar
1232|ADSL|20MB|tv-futbol
1233|ADSL|30MB|tv-futbol
1234|ADSL|35MB|tv-futbol
1235|FIBRA|300MB|tv-futbol
1236|ADSL|10MB|tv-familiar
1237|ADSL|30MB|tv-familiar
1238|ADSL|10MB|tv-familiar
1239|FIBRA|600MB|tv-futbol
1240|ADSL|35MB|tv-total
1241|ADSL|35MB|tv-familiar
1242|ADSL|20MB|tv-futbol
1243|ADSL|15MB|tv-familiar
1244|ADSL|15MB|tv-futbol
1245|ADSL|10MB|tv-familiar
1246|ADSL|10MB|tv-familiar
1247|FIBRA|100MB|tv-futbol
1248|FIBRA|600MB|tv-familiar
1249|FIBRA|50MB|tv-futbol
1250|FIBRA|50MB|tv-familiar
1251|FIBRA|100MB|tv-familiar
1253|ADSL|600MB|tv-futbol
1254|FIBRA|100MB|tv-familiar
1255|ADSL|10MB|tv-familiar
1256|ADSL|35MB|tv-futbol
1258|ADSL|25MB|tv-familiar
1259|ADSL|20MB|tv-familiar
1260|ADSL|10MB|tv-total
1261|FIBRA|50MB|tv-familiar
1262|FIBRA|600MB|tv-familiar
1264|FIBRA|200MB|tv-futbol
1265|ADSL|15MB|tv-familiar
1266|ADSL|25MB|tv-futbol
1267|ADSL|25MB|tv-total
1268|ADSL|10MB|tv-futbol
1269|ADSL|25MB|tv-futbol
1270|FIBRA|50MB|tv-futbol
1271|FIBRA|50MB|tv-futbol
1272|FIBRA|300MB|tv-familiar
1273|ADSL|25MB|tv-familiar
1274|ADSL|35MB|tv-futbol
1275|ADSL|25MB|tv-futbol
1276|FIBRA|300MB|tv-futbol
1277|ADSL|20MB|tv-familiar
1278|FIBRA|100MB|tv-futbol
1279|FIBRA|50MB|tv-futbol
1280|ADSL|25MB|tv-familiar
1281|ADSL|20MB|tv-futbol
1282|FIBRA|200MB|tv-familiar
1283|FIBRA|300MB|tv-futbol
1284|FIBRA|100MB|tv-total
1285|FIBRA|200MB|tv-futbol
1286|ADSL|35MB|tv-familiar
1287|ADSL|25MB|tv-futbol
1288|ADSL|30MB|tv-total
1289|ADSL|600MB|tv-futbol
1290|FIBRA|100MB|tv-futbol
1291|ADSL|10MB|tv-familiar
1292|ADSL|30MB|tv-futbol
1293|ADSL|10MB|tv-futbol
1294|FIBRA|100MB|tv-futbol
1295|FIBRA|200MB|tv-futbol
1296|ADSL|10MB|tv-futbol
1297|ADSL|35MB|tv-futbol
1298|ADSL|30MB|tv-familiar
1299|ADSL|10MB|tv-familiar
1300|ADSL|20MB|tv-futbol
1301|ADSL|10MB|tv-total
1302|FIBRA|600MB|tv-familiar
1303|FIBRA|600MB|tv-familiar
1304|ADSL|10MB|tv-familiar
1305|ADSL|15MB|tv-futbol
1306|ADSL|15MB|tv-futbol
1307|FIBRA|100MB|tv-familiar
1308|ADSL|35MB|tv-futbol
1309|FIBRA|200MB|tv-total
1310|ADSL|30MB|tv-futbol
1311|ADSL|35MB|tv-futbol
1312|FIBRA|200MB|tv-futbol
1313|ADSL|30MB|tv-total
1314|FIBRA|300MB|tv-familiar
1316|ADSL|15MB|tv-futbol
1317|FIBRA|200MB|tv-familiar
1318|ADSL|35MB|tv-futbol
1319|ADSL|15MB|tv-familiar
1320|ADSL|10MB|tv-total
1321|ADSL|35MB|tv-futbol
1322|FIBRA|300MB|tv-futbol
1323|ADSL|10MB|tv-futbol
1324|FIBRA|100MB|tv-familiar
1325|FIBRA|50MB|tv-total
1326|FIBRA|200MB|tv-total
1327|ADSL|25MB|tv-familiar
1328|ADSL|30MB|tv-futbol
1329|ADSL|30MB|tv-futbol
1330|ADSL|20MB|tv-familiar
1331|ADSL|10MB|tv-familiar
1332|FIBRA|50MB|tv-futbol
1333|ADSL|20MB|tv-familiar
1334|FIBRA|100MB|tv-familiar
1336|ADSL|35MB|tv-futbol
1337|ADSL|10MB|tv-familiar
1338|ADSL|10MB|tv-futbol
1339|ADSL|25MB|tv-futbol
1340|ADSL|10MB|tv-futbol
1343|ADSL|15MB|tv-futbol
1344|ADSL|15MB|tv-total
1345|ADSL|20MB|tv-familiar
1346|ADSL|35MB|tv-futbol
1347|ADSL|10MB|tv-total
1348|FIBRA|300MB|tv-futbol
1349|ADSL|25MB|tv-futbol
1350|ADSL|35MB|tv-futbol
1351|FIBRA|50MB|tv-familiar
1352|ADSL|35MB|tv-familiar
1353|ADSL|30MB|tv-familiar
1354|ADSL|600MB|tv-futbol
1355|ADSL|35MB|tv-total
1356|ADSL|35MB|tv-familiar
1357|ADSL|20MB|tv-futbol
1358|ADSL|15MB|tv-familiar
1359|ADSL|30MB|tv-futbol
1360|ADSL|20MB|tv-futbol
1361|ADSL|10MB|tv-familiar
1362|ADSL|25MB|tv-familiar
1363|ADSL|35MB|tv-futbol
1364|ADSL|10MB|tv-familiar
1365|FIBRA|300MB|tv-familiar
1366|FIBRA|300MB|tv-futbol
1367|FIBRA|100MB|tv-futbol
1368|FIBRA|100MB|tv-familiar
1369|ADSL|300MB|tv-futbol
1371|ADSL|35MB|tv-familiar
1372|FIBRA|200MB|tv-total
1374|FIBRA|100MB|tv-futbol
1375|ADSL|35MB|tv-futbol
1376|FIBRA|200MB|tv-futbol
1377|FIBRA|300MB|tv-futbol
1378|FIBRA|50MB|tv-futbol
1379|FIBRA|200MB|tv-familiar
1380|FIBRA|200MB|tv-total
1381|ADSL|10MB|tv-familiar
1382|ADSL|15MB|tv-futbol
1383|FIBRA|200MB|tv-futbol
1384|FIBRA|300MB|tv-futbol
1385|FIBRA|100MB|tv-futbol
1386|ADSL|25MB|tv-futbol
1387|FIBRA|600MB|tv-total
1388|FIBRA|50MB|tv-futbol
1389|ADSL|35MB|tv-futbol
1390|FIBRA|50MB|tv-familiar
1391|ADSL|30MB|tv-futbol
1392|ADSL|15MB|tv-total
1393|ADSL|35MB|tv-total
1394|ADSL|10MB|tv-futbol
1395|ADSL|25MB|tv-futbol
1396|ADSL|15MB|tv-futbol
1397|ADSL|35MB|tv-futbol
1398|FIBRA|600MB|tv-futbol
1399|FIBRA|100MB|tv-futbol
1400|FIBRA|300MB|tv-total
1401|ADSL|25MB|tv-total
1402|FIBRA|100MB|tv-futbol
1404|ADSL|10MB|tv-futbol
1405|ADSL|20MB|tv-total
1406|FIBRA|200MB|tv-futbol
1407|ADSL|10MB|tv-total
1408|FIBRA|600MB|tv-futbol
1409|FIBRA|50MB|tv-futbol
1410|ADSL|15MB|tv-total
1411|FIBRA|50MB|tv-futbol
1412|ADSL|50MB|tv-futbol
1413|FIBRA|200MB|tv-futbol
1414|ADSL|200MB|tv-futbol
1415|ADSL|10MB|tv-total
1416|FIBRA|50MB|tv-futbol
1417|ADSL|15MB|tv-familiar
1418|ADSL|10MB|tv-futbol
1419|ADSL|25MB|tv-familiar
1420|ADSL|25MB|tv-total
1421|FIBRA|600MB|tv-futbol
1422|ADSL|25MB|tv-total
1423|FIBRA|300MB|tv-familiar
1424|FIBRA|100MB|tv-futbol
1425|FIBRA|50MB|tv-futbol
1426|FIBRA|100MB|tv-familiar
1427|ADSL|200MB|tv-futbol
1428|ADSL|30MB|tv-futbol
1429|ADSL|25MB|tv-familiar
1430|ADSL|10MB|tv-futbol
1431|ADSL|10MB|tv-familiar
1433|ADSL|30MB|tv-futbol
1434|FIBRA|600MB|tv-futbol
1435|ADSL|30MB|tv-familiar
1436|ADSL|35MB|tv-futbol
1438|ADSL|25MB|tv-total
1439|ADSL|20MB|tv-familiar
1440|FIBRA|100MB|tv-familiar
1441|FIBRA|200MB|tv-futbol
1442|FIBRA|300MB|tv-futbol
1443|FIBRA|200MB|tv-total
1444|ADSL|30MB|tv-futbol
1445|FIBRA|200MB|tv-familiar
1446|ADSL|20MB|tv-familiar
1447|ADSL|10MB|tv-futbol
1448|ADSL|15MB|tv-total
1449|ADSL|30MB|tv-familiar
1450|FIBRA|50MB|tv-familiar
1451|ADSL|25MB|tv-total
1452|FIBRA|50MB|tv-futbol
1453|FIBRA|200MB|tv-familiar
1454|ADSL|30MB|tv-familiar
1455|FIBRA|100MB|tv-familiar
1456|ADSL|10MB|tv-familiar
1457|ADSL|30MB|tv-futbol
1458|FIBRA|300MB|tv-futbol
1460|ADSL|30MB|tv-futbol
1461|FIBRA|600MB|tv-familiar
1462|ADSL|25MB|tv-familiar
1463|ADSL|30MB|tv-futbol
1464|ADSL|20MB|tv-futbol
1465|ADSL|35MB|tv-futbol
1466|ADSL|30MB|tv-futbol
1467|FIBRA|50MB|tv-futbol
1468|ADSL|35MB|tv-familiar
1469|ADSL|10MB|tv-futbol
1471|FIBRA|50MB|tv-futbol
1472|FIBRA|50MB|tv-familiar
1473|FIBRA|300MB|tv-familiar
1474|FIBRA|100MB|tv-futbol
1475|FIBRA|200MB|tv-familiar
1476|ADSL|30MB|tv-familiar
1477|ADSL|30MB|tv-futbol
1478|FIBRA|100MB|tv-familiar
1479|ADSL|10MB|tv-total
1480|ADSL|25MB|tv-futbol
1481|FIBRA|200MB|tv-futbol
1482|ADSL|20MB|tv-futbol
1483|FIBRA|50MB|tv-futbol
1484|ADSL|30MB|tv-futbol
1487|ADSL|35MB|tv-futbol
1488|FIBRA|50MB|tv-familiar
1489|ADSL|25MB|tv-familiar
1490|ADSL|20MB|tv-familiar
1491|ADSL|25MB|tv-familiar
1492|ADSL|10MB|tv-futbol
1493|ADSL|10MB|tv-futbol
1494|ADSL|200MB|tv-futbol
1495|FIBRA|100MB|tv-familiar
1496|ADSL|15MB|tv-futbol
1497|FIBRA|100MB|tv-total
1498|ADSL|600MB|tv-futbol
1499|ADSL|20MB|tv-futbol
1500|ADSL|15MB|tv-familiar
1501|ADSL|20MB|tv-futbol
1502|FIBRA|600MB|tv-familiar
1503|ADSL|10MB|tv-futbol
1504|FIBRA|50MB|tv-familiar
1506|ADSL|30MB|tv-familiar
1507|ADSL|25MB|tv-futbol
1508|ADSL|25MB|tv-futbol
1509|ADSL|15MB|tv-familiar
1510|ADSL|20MB|tv-familiar
1511|FIBRA|100MB|tv-futbol
1512|FIBRA|100MB|tv-futbol
1513|ADSL|25MB|tv-futbol
1514|FIBRA|50MB|tv-familiar
1515|FIBRA|200MB|tv-futbol
1516|ADSL|300MB|tv-futbol
1517|FIBRA|200MB|tv-futbol
1518|FIBRA|300MB|tv-familiar
1519|FIBRA|50MB|tv-futbol
1520|ADSL|20MB|tv-futbol
1521|ADSL|15MB|tv-futbol
1522|FIBRA|100MB|tv-futbol
1523|ADSL|10MB|tv-futbol
1524|FIBRA|600MB|tv-familiar
1526|FIBRA|600MB|tv-futbol
1527|ADSL|35MB|tv-futbol
1528|ADSL|15MB|tv-total
1529|ADSL|25MB|tv-futbol
1530|FIBRA|100MB|tv-futbol
1531|ADSL|35MB|tv-familiar
1532|FIBRA|600MB|tv-futbol
1533|FIBRA|600MB|tv-futbol
1534|ADSL|20MB|tv-futbol
1535|FIBRA|200MB|tv-futbol
1536|FIBRA|200MB|tv-total
1537|ADSL|15MB|tv-futbol
1538|ADSL|25MB|tv-total
1539|FIBRA|100MB|tv-familiar
1540|ADSL|25MB|tv-total
1541|ADSL|15MB|tv-familiar
1542|ADSL|10MB|tv-futbol
1543|FIBRA|600MB|tv-familiar
1544|ADSL|15MB|tv-familiar
1545|FIBRA|200MB|tv-futbol
1546|ADSL|15MB|tv-familiar
1547|FIBRA|300MB|tv-futbol
1548|FIBRA|50MB|tv-familiar
1549|ADSL|35MB|tv-futbol
1550|FIBRA|600MB|tv-familiar
1551|FIBRA|200MB|tv-futbol
1552|FIBRA|300MB|tv-futbol
1553|ADSL|25MB|tv-total
1554|FIBRA|100MB|tv-futbol
1556|ADSL|15MB|tv-familiar
1557|ADSL|25MB|tv-familiar
1558|ADSL|15MB|tv-futbol
1559|ADSL|25MB|tv-futbol
1560|ADSL|300MB|tv-futbol
1561|FIBRA|50MB|tv-familiar
1562|ADSL|15MB|tv-total
1563|ADSL|20MB|tv-familiar
1564|ADSL|25MB|tv-futbol
1565|ADSL|25MB|tv-familiar
1566|FIBRA|600MB|tv-familiar
1567|FIBRA|300MB|tv-familiar
1568|FIBRA|300MB|tv-futbol
1569|FIBRA|100MB|tv-total
1570|FIBRA|600MB|tv-total
1571|FIBRA|200MB|tv-futbol
1572|ADSL|15MB|tv-total
1573|FIBRA|300MB|tv-futbol
1574|FIBRA|200MB|tv-familiar
1576|FIBRA|200MB|tv-futbol
1577|ADSL|20MB|tv-futbol
1578|FIBRA|200MB|tv-familiar
1579|ADSL|35MB|tv-familiar
1580|FIBRA|600MB|tv-futbol
1581|FIBRA|100MB|tv-futbol
1582|FIBRA|600MB|tv-futbol
1583|ADSL|10MB|tv-familiar
1584|FIBRA|200MB|tv-familiar
